class,mr,run,AO_live,AO_killed,RO_live,RO_killed,CO_live,CO_killed,SO_live,SO_killed,LO_live,LO_killed,AS_live,AS_killed,DL_live,DL_killed,total_timeouts,total_exceptions,total_live,total_killed,error_score,mutant_score
MethodsFromColt,add_and_mult,1,1,73,0,5,1,0,0,0,0,8,0,4,1,27,0,0,3,117,Infinity,0.97
MethodsFromColt,add_and_mult,2,1,56,1,16,0,3,0,0,1,8,0,0,0,17,0,0,3,100,Infinity,0.97
MethodsFromColt,add_and_mult,3,3,83,0,5,0,1,0,0,0,8,0,12,2,32,0,0,5,141,Infinity,0.97
MethodsFromColt,add_and_mult,4,0,42,0,5,0,1,0,0,0,5,1,3,0,16,0,0,1,72,Infinity,0.99
MethodsFromColt,add_and_mult,5,7,124,1,4,0,1,0,0,0,7,0,8,4,55,0,0,12,199,Infinity,0.94
MethodsFromColt,add_and_mult,6,0,26,0,12,0,2,0,0,0,4,0,0,0,9,0,0,0,53,Infinity,1.00
MethodsFromColt,add_and_mult,7,0,29,0,5,0,1,0,0,0,3,0,4,0,13,0,0,0,55,Infinity,1.00
MethodsFromColt,add_and_mult,8,1,25,0,12,0,2,0,0,0,4,0,0,0,9,0,0,1,52,Infinity,0.98
MethodsFromColt,add_and_mult,9,0,11,0,5,0,1,0,0,0,2,0,4,0,5,0,0,0,28,Infinity,1.00
MethodsFromColt,add_and_mult,10,5,89,1,13,0,2,0,0,0,9,0,0,0,37,0,0,6,150,Infinity,0.96
MethodsFromColt,add_and_mult,11,6,144,0,0,0,0,0,0,0,11,0,0,3,63,0,0,9,218,Infinity,0.96
MethodsFromColt,add_and_mult,12,3,76,0,0,0,0,0,0,0,5,0,0,0,30,0,0,3,111,Infinity,0.97
MethodsFromColt,add_and_mult,13,0,47,0,5,0,1,0,0,0,3,0,4,0,20,0,0,0,80,Infinity,1.00
MethodsFromColt,add_and_mult,14,0,12,0,5,0,1,0,0,0,3,0,4,0,4,0,0,0,29,Infinity,1.00
MethodsFromColt,add_and_mult,15,2,36,0,5,0,1,0,0,0,3,0,8,0,15,0,0,2,68,Infinity,0.97
MethodsFromColt,add_and_mult,16,3,63,3,14,0,2,0,0,1,11,0,0,0,21,0,0,7,111,Infinity,0.94
MethodsFromColt,add_and_mult,17,3,103,0,15,0,3,0,0,1,16,1,11,3,38,0,0,8,186,Infinity,0.96
MethodsFromColt,add_and_mult,18,1,120,0,10,0,2,0,0,0,11,0,12,1,48,0,0,2,203,Infinity,0.99
MethodsFromColt,add_and_mult,19,1,65,1,9,0,2,0,0,0,12,0,8,3,22,0,0,5,118,Infinity,0.96
MethodsFromColt,add_and_mult,20,4,142,0,10,0,2,0,0,0,18,0,16,2,53,0,0,6,241,Infinity,0.98
MethodsFromColt,add_and_mult,21,0,28,0,5,0,1,0,0,0,3,0,0,0,10,0,0,0,47,Infinity,1.00
MethodsFromColt,add_and_mult,22,0,113,0,10,0,2,0,0,0,11,1,11,1,41,0,0,2,188,Infinity,0.99
MethodsFromColt,add_and_mult,23,4,78,0,10,0,2,0,0,0,11,0,8,1,29,0,0,5,138,Infinity,0.97
MethodsFromColt,add_and_mult,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
MethodsFromColt,add_and_mult,25,0,22,0,5,0,1,0,0,0,4,1,3,0,11,0,0,1,46,Infinity,0.98
MethodsFromColt,add_and_mult,26,0,23,1,4,0,1,0,0,0,4,0,4,0,8,0,0,1,44,Infinity,0.98
MethodsFromColt,add_and_mult,27,1,13,1,4,0,1,0,0,0,5,0,0,0,2,0,0,2,25,Infinity,0.93
MethodsFromColt,add_and_mult,28,0,18,2,3,0,1,0,0,0,5,0,0,0,6,0,0,2,33,Infinity,0.94
MethodsFromColt,add_and_mult,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
MethodsFromColt,add_and_mult,1,0,74,0,5,0,1,0,0,0,8,0,4,0,28,0,0,0,120,Infinity,1.00
MethodsFromColt,add_and_mult,2,1,57,0,16,0,3,0,0,0,8,0,0,0,14,0,0,1,98,Infinity,0.99
MethodsFromColt,add_and_mult,3,0,86,0,5,0,1,0,0,0,8,0,12,1,33,0,0,1,145,Infinity,0.99
MethodsFromColt,add_and_mult,4,0,42,0,5,0,1,0,0,0,5,0,4,0,16,0,0,0,73,Infinity,1.00
MethodsFromColt,add_and_mult,5,0,133,0,5,0,1,0,0,0,7,0,8,0,58,0,0,0,212,Infinity,1.00
MethodsFromColt,add_and_mult,6,1,26,0,12,0,2,0,0,0,4,0,0,0,9,0,0,1,53,Infinity,0.98
MethodsFromColt,add_and_mult,7,0,29,0,5,0,1,0,0,0,3,0,4,0,13,0,0,0,55,Infinity,1.00
MethodsFromColt,add_and_mult,8,0,27,0,12,0,2,0,0,0,4,0,0,0,9,0,0,0,54,Infinity,1.00
MethodsFromColt,add_and_mult,9,0,11,1,4,0,1,0,0,0,2,1,3,0,5,0,0,2,26,Infinity,0.93
MethodsFromColt,add_and_mult,10,0,94,0,14,0,2,0,0,0,9,0,0,0,37,0,0,0,156,Infinity,1.00
MethodsFromColt,add_and_mult,11,2,148,0,0,0,0,0,0,0,11,0,0,1,65,0,0,3,224,Infinity,0.99
MethodsFromColt,add_and_mult,12,1,78,0,0,0,0,0,0,0,5,0,0,0,30,0,0,1,113,Infinity,0.99
MethodsFromColt,add_and_mult,13,0,47,0,5,0,1,0,0,0,3,0,4,0,20,0,0,0,80,Infinity,1.00
MethodsFromColt,add_and_mult,14,0,12,0,5,0,1,0,0,0,3,0,4,0,4,0,0,0,29,Infinity,1.00
MethodsFromColt,add_and_mult,15,0,38,0,5,0,1,0,0,0,3,0,8,0,15,0,0,0,70,Infinity,1.00
MethodsFromColt,add_and_mult,16,0,65,0,17,0,2,0,0,0,12,0,0,0,22,0,0,0,118,Infinity,1.00
MethodsFromColt,add_and_mult,17,4,102,0,15,0,3,0,0,0,17,0,12,0,41,0,0,4,190,Infinity,0.98
MethodsFromColt,add_and_mult,18,0,121,0,10,0,2,0,0,0,11,0,12,0,49,0,0,0,205,Infinity,1.00
MethodsFromColt,add_and_mult,19,1,65,0,10,0,2,0,0,0,12,0,8,0,25,0,0,1,122,Infinity,0.99
MethodsFromColt,add_and_mult,20,1,145,0,10,0,2,0,0,0,18,0,16,0,55,0,0,1,246,Infinity,1.00
MethodsFromColt,add_and_mult,21,1,27,0,5,0,1,0,0,0,3,0,0,0,10,0,0,1,46,Infinity,0.98
MethodsFromColt,add_and_mult,22,0,113,0,10,0,2,0,0,0,11,0,12,0,42,0,0,0,190,Infinity,1.00
MethodsFromColt,add_and_mult,23,0,82,0,10,0,2,0,0,0,11,0,8,0,30,0,0,0,143,Infinity,1.00
MethodsFromColt,add_and_mult,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
MethodsFromColt,add_and_mult,25,0,22,0,5,0,1,0,0,0,4,0,4,0,11,0,0,0,47,Infinity,1.00
MethodsFromColt,add_and_mult,26,0,23,0,5,0,1,0,0,0,4,0,4,0,8,0,0,0,45,Infinity,1.00
MethodsFromColt,add_and_mult,27,0,14,0,5,0,1,0,0,0,5,0,0,0,2,0,0,0,27,Infinity,1.00
MethodsFromColt,add_and_mult,28,0,18,0,5,0,1,0,0,0,5,0,0,0,6,0,0,0,35,Infinity,1.00
MethodsFromColt,add_and_mult,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
MethodsFromColt,add_and_mult,1,0,74,0,5,0,1,0,0,0,8,0,4,0,28,0,0,0,120,Infinity,1.00
MethodsFromColt,add_and_mult,2,0,61,0,17,0,3,0,0,0,8,0,0,0,15,0,0,0,104,Infinity,1.00
MethodsFromColt,add_and_mult,3,0,86,0,5,0,1,0,0,0,8,0,12,0,34,0,0,0,146,Infinity,1.00
MethodsFromColt,add_and_mult,4,1,41,0,5,0,1,0,0,0,5,0,4,1,15,0,0,2,71,Infinity,0.97
MethodsFromColt,add_and_mult,5,3,128,0,5,0,1,0,0,0,7,0,8,0,58,0,0,3,207,Infinity,0.99
MethodsFromColt,add_and_mult,6,1,25,0,12,0,2,0,0,0,4,0,0,0,9,0,0,1,52,Infinity,0.98
MethodsFromColt,add_and_mult,7,0,29,0,5,0,1,0,0,0,3,0,4,0,13,0,0,0,55,Infinity,1.00
MethodsFromColt,add_and_mult,8,0,26,0,12,0,2,0,0,0,4,0,0,0,9,0,0,0,53,Infinity,1.00
MethodsFromColt,add_and_mult,9,0,11,0,5,0,1,0,0,0,2,0,4,0,5,0,0,0,28,Infinity,1.00
MethodsFromColt,add_and_mult,10,0,94,0,14,0,2,0,0,0,9,0,0,0,37,0,0,0,156,Infinity,1.00
MethodsFromColt,add_and_mult,11,0,150,0,0,0,0,0,0,0,11,0,0,0,66,0,0,0,227,Infinity,1.00
MethodsFromColt,add_and_mult,12,0,79,0,0,0,0,0,0,0,5,0,0,0,30,0,0,0,114,Infinity,1.00
MethodsFromColt,add_and_mult,13,0,47,0,5,0,1,0,0,0,3,0,4,0,20,0,0,0,80,Infinity,1.00
MethodsFromColt,add_and_mult,14,0,12,0,5,0,1,0,0,0,3,0,4,1,3,0,0,1,28,Infinity,0.97
MethodsFromColt,add_and_mult,15,1,37,0,5,0,1,0,0,0,3,0,8,0,15,0,0,1,69,Infinity,0.99
MethodsFromColt,add_and_mult,16,0,64,0,18,0,3,0,0,0,11,0,0,0,24,0,0,0,120,Infinity,1.00
MethodsFromColt,add_and_mult,17,0,106,0,15,0,3,0,0,0,17,0,12,1,40,0,0,1,193,Infinity,0.99
MethodsFromColt,add_and_mult,18,0,121,0,10,0,2,0,0,0,11,0,12,0,49,0,0,0,205,Infinity,1.00
