Class,MR,MutantType,Live,Killed,Score
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,4,1.0
MethodsFromColt,aggregate,assignment,1,3,0.75
MethodsFromColt,aggregate,deletion,0,11,1.0
MethodsFromColt,aggregate,arithmetic,0,23,1.0
MethodsFromColt,aggregate,relational,1,4,0.8
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,4,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,8,1.0
MethodsFromColt,aggregate,arithmetic,1,13,0.9285714285714286
MethodsFromColt,aggregate,relational,1,4,0.8
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,5,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,2,1.0
MethodsFromColt,aggregate,arithmetic,0,18,1.0
MethodsFromColt,aggregate,relational,2,3,0.6
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,5,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,6,1.0
MethodsFromColt,aggregate,arithmetic,0,0,NaN
MethodsFromColt,aggregate,relational,0,0,NaN
MethodsFromColt,aggregate,conditional,0,0,NaN
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,0,NaN
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,0,NaN
MethodsFromColt,aggregate,arithmetic,0,74,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,8,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,28,1.0
MethodsFromColt,aggregate,arithmetic,1,57,0.9827586206896551
MethodsFromColt,aggregate,relational,0,16,1.0
MethodsFromColt,aggregate,conditional,0,3,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,8,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,14,1.0
MethodsFromColt,aggregate,arithmetic,0,86,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,8,1.0
MethodsFromColt,aggregate,assignment,0,12,1.0
MethodsFromColt,aggregate,deletion,1,33,0.9705882352941176
MethodsFromColt,aggregate,arithmetic,0,42,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,5,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,16,1.0
MethodsFromColt,aggregate,arithmetic,0,133,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,7,1.0
MethodsFromColt,aggregate,assignment,0,8,1.0
MethodsFromColt,aggregate,deletion,0,58,1.0
MethodsFromColt,aggregate,arithmetic,1,26,0.9629629629629629
MethodsFromColt,aggregate,relational,0,12,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,4,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,9,1.0
MethodsFromColt,aggregate,arithmetic,0,29,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,3,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,13,1.0
MethodsFromColt,aggregate,arithmetic,0,27,1.0
MethodsFromColt,aggregate,relational,0,12,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,4,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,9,1.0
MethodsFromColt,aggregate,arithmetic,0,11,1.0
MethodsFromColt,aggregate,relational,1,4,0.8
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,2,1.0
MethodsFromColt,aggregate,assignment,1,3,0.75
MethodsFromColt,aggregate,deletion,0,5,1.0
MethodsFromColt,aggregate,arithmetic,0,94,1.0
MethodsFromColt,aggregate,relational,0,14,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,9,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,37,1.0
MethodsFromColt,aggregate,arithmetic,2,148,0.9866666666666667
MethodsFromColt,aggregate,relational,0,0,NaN
MethodsFromColt,aggregate,conditional,0,0,NaN
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,11,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,1,65,0.9848484848484849
MethodsFromColt,aggregate,arithmetic,1,78,0.9873417721518988
MethodsFromColt,aggregate,relational,0,0,NaN
MethodsFromColt,aggregate,conditional,0,0,NaN
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,5,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,30,1.0
MethodsFromColt,aggregate,arithmetic,0,47,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,3,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,20,1.0
MethodsFromColt,aggregate,arithmetic,0,12,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,3,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,4,1.0
MethodsFromColt,aggregate,arithmetic,0,38,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,3,1.0
MethodsFromColt,aggregate,assignment,0,8,1.0
MethodsFromColt,aggregate,deletion,0,15,1.0
MethodsFromColt,aggregate,arithmetic,0,65,1.0
MethodsFromColt,aggregate,relational,0,17,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,12,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,22,1.0
MethodsFromColt,aggregate,arithmetic,4,102,0.9622641509433962
MethodsFromColt,aggregate,relational,0,15,1.0
MethodsFromColt,aggregate,conditional,0,3,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,17,1.0
MethodsFromColt,aggregate,assignment,0,12,1.0
MethodsFromColt,aggregate,deletion,0,41,1.0
MethodsFromColt,aggregate,arithmetic,0,121,1.0
MethodsFromColt,aggregate,relational,0,10,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,11,1.0
MethodsFromColt,aggregate,assignment,0,12,1.0
MethodsFromColt,aggregate,deletion,0,49,1.0
MethodsFromColt,aggregate,arithmetic,1,65,0.9848484848484849
MethodsFromColt,aggregate,relational,0,10,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,12,1.0
MethodsFromColt,aggregate,assignment,0,8,1.0
MethodsFromColt,aggregate,deletion,0,25,1.0
MethodsFromColt,aggregate,arithmetic,1,145,0.9931506849315068
MethodsFromColt,aggregate,relational,0,10,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,18,1.0
MethodsFromColt,aggregate,assignment,0,16,1.0
MethodsFromColt,aggregate,deletion,0,55,1.0
MethodsFromColt,aggregate,arithmetic,1,27,0.9642857142857143
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,3,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,10,1.0
MethodsFromColt,aggregate,arithmetic,0,113,1.0
MethodsFromColt,aggregate,relational,0,10,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,11,1.0
MethodsFromColt,aggregate,assignment,0,12,1.0
MethodsFromColt,aggregate,deletion,0,42,1.0
MethodsFromColt,aggregate,arithmetic,0,82,1.0
MethodsFromColt,aggregate,relational,0,10,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,11,1.0
MethodsFromColt,aggregate,assignment,0,8,1.0
MethodsFromColt,aggregate,deletion,0,30,1.0
MethodsFromColt,aggregate,arithmetic,0,52,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,7,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,20,1.0
MethodsFromColt,aggregate,arithmetic,0,22,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,4,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,11,1.0
MethodsFromColt,aggregate,arithmetic,0,23,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,4,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,8,1.0
MethodsFromColt,aggregate,arithmetic,0,14,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,5,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,2,1.0
MethodsFromColt,aggregate,arithmetic,0,18,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,5,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,6,1.0
MethodsFromColt,aggregate,arithmetic,0,0,NaN
MethodsFromColt,aggregate,relational,0,0,NaN
MethodsFromColt,aggregate,conditional,0,0,NaN
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,0,NaN
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,0,NaN
MethodsFromColt,aggregate,arithmetic,0,74,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,8,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,28,1.0
MethodsFromColt,aggregate,arithmetic,0,61,1.0
MethodsFromColt,aggregate,relational,0,17,1.0
MethodsFromColt,aggregate,conditional,0,3,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,8,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,15,1.0
MethodsFromColt,aggregate,arithmetic,0,86,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,8,1.0
MethodsFromColt,aggregate,assignment,0,12,1.0
MethodsFromColt,aggregate,deletion,0,34,1.0
MethodsFromColt,aggregate,arithmetic,1,41,0.9761904761904762
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,5,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,1,15,0.9375
MethodsFromColt,aggregate,arithmetic,3,128,0.9770992366412213
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,7,1.0
MethodsFromColt,aggregate,assignment,0,8,1.0
MethodsFromColt,aggregate,deletion,0,58,1.0
MethodsFromColt,aggregate,arithmetic,1,25,0.9615384615384616
MethodsFromColt,aggregate,relational,0,12,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,4,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,9,1.0
MethodsFromColt,aggregate,arithmetic,0,29,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,3,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,13,1.0
MethodsFromColt,aggregate,arithmetic,0,26,1.0
MethodsFromColt,aggregate,relational,0,12,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,4,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,9,1.0
MethodsFromColt,aggregate,arithmetic,0,11,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,2,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,5,1.0
MethodsFromColt,aggregate,arithmetic,0,94,1.0
MethodsFromColt,aggregate,relational,0,14,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,9,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,37,1.0
MethodsFromColt,aggregate,arithmetic,0,150,1.0
MethodsFromColt,aggregate,relational,0,0,NaN
MethodsFromColt,aggregate,conditional,0,0,NaN
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,11,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,66,1.0
MethodsFromColt,aggregate,arithmetic,0,79,1.0
MethodsFromColt,aggregate,relational,0,0,NaN
MethodsFromColt,aggregate,conditional,0,0,NaN
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,5,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,30,1.0
MethodsFromColt,aggregate,arithmetic,0,47,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,3,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,20,1.0
MethodsFromColt,aggregate,arithmetic,0,12,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,3,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,1,3,0.75
MethodsFromColt,aggregate,arithmetic,1,37,0.9736842105263158
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,3,1.0
MethodsFromColt,aggregate,assignment,0,8,1.0
MethodsFromColt,aggregate,deletion,0,15,1.0
MethodsFromColt,aggregate,arithmetic,0,64,1.0
MethodsFromColt,aggregate,relational,0,18,1.0
MethodsFromColt,aggregate,conditional,0,3,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,11,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,24,1.0
MethodsFromColt,aggregate,arithmetic,0,106,1.0
MethodsFromColt,aggregate,relational,0,15,1.0
MethodsFromColt,aggregate,conditional,0,3,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,17,1.0
MethodsFromColt,aggregate,assignment,0,12,1.0
MethodsFromColt,aggregate,deletion,0,41,1.0
MethodsFromColt,aggregate,arithmetic,0,121,1.0
MethodsFromColt,aggregate,relational,0,10,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,11,1.0
MethodsFromColt,aggregate,assignment,0,12,1.0
MethodsFromColt,aggregate,deletion,0,49,1.0
MethodsFromColt,aggregate,arithmetic,0,66,1.0
MethodsFromColt,aggregate,relational,0,10,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,12,1.0
MethodsFromColt,aggregate,assignment,0,8,1.0
MethodsFromColt,aggregate,deletion,0,25,1.0
MethodsFromColt,aggregate,arithmetic,0,146,1.0
MethodsFromColt,aggregate,relational,0,10,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,18,1.0
MethodsFromColt,aggregate,assignment,0,16,1.0
MethodsFromColt,aggregate,deletion,0,55,1.0
MethodsFromColt,aggregate,arithmetic,0,28,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,3,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,10,1.0
MethodsFromColt,aggregate,arithmetic,1,112,0.9911504424778761
MethodsFromColt,aggregate,relational,0,10,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,11,1.0
MethodsFromColt,aggregate,assignment,0,12,1.0
MethodsFromColt,aggregate,deletion,0,42,1.0
MethodsFromColt,aggregate,arithmetic,0,82,1.0
MethodsFromColt,aggregate,relational,0,10,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,1,10,0.9090909090909091
MethodsFromColt,aggregate,assignment,0,8,1.0
MethodsFromColt,aggregate,deletion,0,30,1.0
MethodsFromColt,aggregate,arithmetic,1,51,0.9807692307692307
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,7,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,20,1.0
MethodsFromColt,aggregate,arithmetic,0,22,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,4,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,11,1.0
MethodsFromColt,aggregate,arithmetic,0,23,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,4,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,8,1.0
MethodsFromColt,aggregate,arithmetic,0,14,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,5,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,2,1.0
MethodsFromColt,aggregate,arithmetic,0,18,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,5,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,6,1.0
MethodsFromColt,aggregate,arithmetic,0,0,NaN
MethodsFromColt,aggregate,relational,0,0,NaN
MethodsFromColt,aggregate,conditional,0,0,NaN
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,0,NaN
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,0,NaN
MethodsFromColt,aggregate,arithmetic,0,74,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,8,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,28,1.0
MethodsFromColt,aggregate,arithmetic,1,55,0.9821428571428571
MethodsFromColt,aggregate,relational,0,17,1.0
MethodsFromColt,aggregate,conditional,0,3,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,8,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,14,1.0
MethodsFromColt,aggregate,arithmetic,3,83,0.9651162790697675
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,8,1.0
MethodsFromColt,aggregate,assignment,0,12,1.0
MethodsFromColt,aggregate,deletion,0,34,1.0
MethodsFromColt,aggregate,arithmetic,0,42,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,5,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,2,14,0.875
MethodsFromColt,aggregate,arithmetic,1,131,0.9924242424242424
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,7,1.0
MethodsFromColt,aggregate,assignment,0,8,1.0
MethodsFromColt,aggregate,deletion,0,59,1.0
MethodsFromColt,aggregate,arithmetic,1,25,0.9615384615384616
MethodsFromColt,aggregate,relational,0,12,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,4,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,9,1.0
MethodsFromColt,aggregate,arithmetic,1,28,0.9655172413793104
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,3,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,13,1.0
MethodsFromColt,aggregate,arithmetic,0,26,1.0
MethodsFromColt,aggregate,relational,0,12,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,4,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,9,1.0
MethodsFromColt,aggregate,arithmetic,0,11,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,2,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,5,1.0
MethodsFromColt,aggregate,arithmetic,2,92,0.9787234042553191
MethodsFromColt,aggregate,relational,0,14,1.0
MethodsFromColt,aggregate,conditional,0,2,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,9,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,37,1.0
MethodsFromColt,aggregate,arithmetic,2,148,0.9866666666666667
MethodsFromColt,aggregate,relational,0,0,NaN
MethodsFromColt,aggregate,conditional,0,0,NaN
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,11,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,66,1.0
MethodsFromColt,aggregate,arithmetic,0,79,1.0
MethodsFromColt,aggregate,relational,0,0,NaN
MethodsFromColt,aggregate,conditional,0,0,NaN
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,5,1.0
MethodsFromColt,aggregate,assignment,0,0,NaN
MethodsFromColt,aggregate,deletion,0,30,1.0
MethodsFromColt,aggregate,arithmetic,0,47,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
MethodsFromColt,aggregate,logical,0,3,1.0
MethodsFromColt,aggregate,assignment,0,4,1.0
MethodsFromColt,aggregate,deletion,0,20,1.0
MethodsFromColt,aggregate,arithmetic,0,12,1.0
MethodsFromColt,aggregate,relational,0,5,1.0
MethodsFromColt,aggregate,conditional,0,1,1.0
MethodsFromColt,aggregate,shift,0,0,NaN
