"","class","mr","run","AO_live","AO_killed","RO_live","RO_killed","CO_live","CO_killed","SO_live","SO_killed","LO_live","LO_killed","AS_live","AS_killed","DL_live","DL_killed","total_timeouts","total_exceptions","total_live","total_killed","error_score","mutant_score"
"204","MethodCollection2","aggregate",5,0,25,1,15,0,3,0,0,0,3,0,0,1,13,7,36,2,59,1.63888888888889,0.97
"205","MethodCollection2","aggregate",6,0,9,1,3,0,1,0,0,1,1,0,4,1,7,2,16,3,25,1.5625,0.89
"206","MethodCollection2","aggregate",7,1,10,0,4,0,1,0,0,1,1,0,0,2,4,2,13,4,20,1.53846153846154,0.83
"207","MethodCollection2","aggregate",8,1,11,2,9,0,2,0,0,0,3,0,0,0,4,1,10,3,29,2.9,0.91
"208","MethodCollection2","aggregate",9,0,12,1,10,1,1,0,0,1,2,0,0,0,5,3,11,3,30,2.72727272727273,0.91
"209","MethodCollection2","aggregate",10,0,3,1,3,0,1,0,0,0,1,0,0,0,2,2,12,1,10,0.833333333333333,0.91
"210","MethodCollection2","aggregate",11,1,13,0,4,0,1,0,0,0,1,0,4,2,12,2,32,3,35,1.09375,0.92
"211","MethodCollection2","aggregate",12,0,10,1,3,0,1,0,0,0,1,0,4,0,8,2,18,1,27,1.5,0.96
"212","MethodCollection2","aggregate",13,1,6,0,4,0,1,0,0,0,1,0,4,0,8,2,17,1,24,1.41176470588235,0.96
"213","MethodCollection2","aggregate",14,0,11,0,4,0,1,0,0,0,2,1,3,1,6,3,10,2,27,2.7,0.93
"214","MethodCollection2","aggregate",15,0,12,0,11,0,2,0,0,0,3,0,0,0,5,4,11,0,33,3,1
"215","MethodCollection2","aggregate",16,1,25,1,10,0,2,0,0,1,2,0,0,0,26,6,29,3,65,2.24137931034483,0.96
"216","MethodCollection2","aggregate",17,2,66,0,8,0,2,0,0,0,4,0,0,3,27,6,20,5,107,5.35,0.96
"217","MethodCollection2","aggregate",18,0,21,2,14,0,3,0,0,0,4,0,0,1,12,9,28,3,54,1.92857142857143,0.95
"218","MethodCollection2","aggregate",19,1,9,0,4,0,1,0,0,0,3,0,2,0,6,3,12,1,25,2.08333333333333,0.96
"219","MethodCollection2","aggregate",20,1,13,0,4,0,1,0,0,0,3,1,1,1,9,3,19,3,31,1.63157894736842,0.91
"220","MethodCollection2","aggregate",21,5,49,2,21,0,4,0,0,0,8,0,0,0,36,11,51,7,118,2.31372549019608,0.94
"221","MethodCollection2","aggregate",22,0,3,2,3,0,1,0,0,0,1,0,0,0,4,0,14,2,12,0.857142857142857,0.86
"222","MethodCollection2","aggregate",23,3,20,0,4,0,1,0,0,0,1,0,8,1,13,3,18,4,47,2.61111111111111,0.92
"223","MethodCollection2","aggregate",24,0,10,0,11,0,2,0,0,0,3,0,0,0,6,3,9,0,32,3.55555555555556,1
"224","MethodCollection2","aggregate",25,2,20,1,17,0,3,0,0,1,5,0,0,2,6,4,21,6,51,2.42857142857143,0.89
"225","MethodCollection2","aggregate",26,1,3,2,9,0,2,0,0,0,1,0,0,0,5,4,27,3,20,0.740740740740741,0.87
"226","MethodCollection2","aggregate",27,1,8,1,10,0,2,0,0,0,1,0,0,0,5,4,22,2,26,1.18181818181818,0.93
"227","MethodCollection2","aggregate",28,1,5,0,11,0,2,0,0,0,2,0,0,1,5,3,9,2,25,2.77777777777778,0.93
"228","MethodCollection2","aggregate",29,1,5,2,9,0,2,0,0,0,2,0,0,0,6,3,9,3,24,2.66666666666667,0.89
"229","MethodCollection2","aggregate",30,1,5,0,11,0,2,0,0,0,2,0,0,1,5,3,14,2,25,1.78571428571429,0.93
"230","MethodCollection2","aggregate",1,0,5,0,4,0,1,0,0,0,2,0,2,0,4,3,12,0,18,1.5,1
"231","MethodCollection2","aggregate",2,8,19,1,15,0,3,0,0,1,4,0,0,4,15,8,31,14,56,1.80645161290323,0.8
"232","MethodCollection2","aggregate",3,12,32,3,16,2,2,0,0,3,4,1,5,4,19,18,45,25,78,1.73333333333333,0.76
"233","MethodCollection2","aggregate",4,2,8,2,9,0,2,0,0,1,2,0,0,1,6,1,9,6,27,3,0.82
"234","MethodCollection2","aggregate",5,4,19,2,14,0,3,0,0,0,4,0,0,2,12,7,37,8,52,1.40540540540541,0.87
"235","MethodCollection2","aggregate",6,2,7,0,4,0,1,0,0,0,2,1,3,3,5,2,16,6,22,1.375,0.79
"236","MethodCollection2","aggregate",7,1,11,0,4,0,1,0,0,0,2,0,0,2,4,2,12,3,22,1.83333333333333,0.88
"237","MethodCollection2","aggregate",8,3,10,0,11,0,2,0,0,0,3,0,0,0,4,2,8,3,30,3.75,0.91
"238","MethodCollection2","aggregate",9,1,9,1,10,0,2,0,0,0,3,0,0,0,5,3,13,2,29,2.23076923076923,0.94
"239","MethodCollection2","aggregate",10,0,4,2,2,0,1,0,0,0,1,0,0,0,2,2,11,2,10,0.909090909090909,0.83
"240","MethodCollection2","aggregate",11,3,11,2,2,0,1,0,0,1,0,0,4,1,13,2,32,7,31,0.96875,0.82
"241","MethodCollection2","aggregate",12,3,7,1,3,1,0,0,0,0,1,0,4,1,7,2,18,6,22,1.22222222222222,0.79
"242","MethodCollection2","aggregate",13,0,7,1,3,0,1,0,0,0,1,1,3,2,6,2,17,4,21,1.23529411764706,0.84
"243","MethodCollection2","aggregate",14,3,10,2,2,0,1,0,0,0,2,0,4,2,5,3,8,7,24,3,0.77
"244","MethodCollection2","aggregate",15,1,12,3,8,0,2,0,0,0,3,0,0,1,4,4,10,5,29,2.9,0.85
"245","MethodCollection2","aggregate",16,6,20,4,7,0,2,0,0,0,3,0,0,6,20,7,28,16,52,1.85714285714286,0.76
"246","MethodCollection2","aggregate",17,11,57,1,7,0,2,0,0,0,4,0,0,5,25,6,20,17,95,4.75,0.85
"247","MethodCollection2","aggregate",18,0,17,3,14,1,2,0,0,0,4,0,0,3,11,11,28,7,48,1.71428571428571,0.87
"248","MethodCollection2","aggregate",19,2,8,0,4,0,1,0,0,1,2,0,2,0,6,3,12,3,23,1.91666666666667,0.88
"249","MethodCollection2","aggregate",20,2,14,0,4,0,1,0,0,0,3,0,2,1,9,3,17,3,33,1.94117647058824,0.92
"250","MethodCollection2","aggregate",21,9,44,2,20,1,2,0,0,0,6,0,0,4,33,11,55,16,105,1.90909090909091,0.87
"251","MethodCollection2","aggregate",22,2,1,1,4,0,1,0,0,0,1,0,0,1,3,0,14,4,10,0.714285714285714,0.71
"252","MethodCollection2","aggregate",23,2,19,1,3,0,1,0,0,1,0,1,7,2,12,3,20,7,42,2.1,0.86
"253","MethodCollection2","aggregate",24,1,9,3,8,1,1,0,0,1,2,0,0,2,4,3,9,8,24,2.66666666666667,0.75
"254","MethodCollection2","aggregate",25,5,18,8,10,0,3,0,0,1,4,0,0,3,5,3,22,17,40,1.81818181818182,0.7
"255","MethodCollection2","aggregate",26,3,5,1,10,0,2,0,0,1,0,0,0,1,4,5,22,6,21,0.954545454545455,0.78
"256","MethodCollection2","aggregate",27,1,7,2,9,1,1,0,0,1,0,0,0,1,4,5,22,6,21,0.954545454545455,0.78
"257","MethodCollection2","aggregate",28,0,6,1,10,1,1,0,0,1,1,0,0,0,6,3,9,3,24,2.66666666666667,0.89
"258","MethodCollection2","aggregate",29,1,5,0,11,0,2,0,0,1,1,0,0,1,5,3,9,3,24,2.66666666666667,0.89
"259","MethodCollection2","aggregate",30,1,5,2,9,0,2,0,0,0,2,0,0,0,6,3,14,3,24,1.71428571428571,0.89
"260","MethodCollection2","aggregate",1,0,5,0,4,1,0,0,0,0,2,0,2,0,4,3,12,1,17,1.41666666666667,0.94
"261","MethodCollection2","aggregate",2,4,26,3,12,1,2,0,0,0,4,0,0,1,18,9,29,9,62,2.13793103448276,0.87
"262","MethodCollection2","aggregate",3,8,36,1,16,0,4,0,0,0,8,0,6,6,19,15,47,15,89,1.8936170212766,0.86
"263","MethodCollection2","aggregate",4,0,10,1,10,1,1,0,0,0,3,0,0,1,5,2,9,3,29,3.22222222222222,0.91
"264","MethodCollection2","aggregate",5,5,25,2,14,0,3,0,0,0,3,0,0,1,13,5,33,8,58,1.75757575757576,0.88
"265","MethodCollection2","aggregate",6,2,7,1,3,0,1,0,0,0,2,1,3,1,7,2,16,5,23,1.4375,0.82
"266","MethodCollection2","aggregate",7,2,11,1,3,0,1,0,0,0,2,0,0,0,6,2,11,3,23,2.09090909090909,0.88
"267","MethodCollection2","aggregate",8,1,10,2,9,0,2,0,0,2,2,0,0,0,4,2,9,5,27,3,0.84
"268","MethodCollection2","aggregate",9,1,9,0,11,0,2,0,0,0,3,0,0,0,5,3,13,1,30,2.30769230769231,0.97
"269","MethodCollection2","aggregate",10,0,3,1,3,1,0,0,0,0,1,0,0,0,2,2,12,2,9,0.75,0.82
"270","MethodCollection2","aggregate",11,2,12,0,4,0,1,0,0,0,1,0,4,2,12,2,32,4,34,1.0625,0.89
"271","MethodCollection2","aggregate",12,0,10,1,3,0,1,0,0,0,1,0,4,1,7,2,18,2,26,1.44444444444444,0.93
"272","MethodCollection2","aggregate",13,0,7,0,4,0,1,0,0,0,1,0,4,0,8,2,17,0,25,1.47058823529412,1
"273","MethodCollection2","aggregate",14,1,12,1,3,0,1,0,0,0,2,0,4,1,6,3,8,3,28,3.5,0.9
"274","MethodCollection2","aggregate",15,1,11,1,10,0,2,0,0,0,3,0,0,0,5,4,11,2,31,2.81818181818182,0.94
"275","MethodCollection2","aggregate",16,5,20,2,9,0,2,0,0,0,3,0,0,6,20,7,29,13,54,1.86206896551724,0.81
"276","MethodCollection2","aggregate",17,4,64,0,8,0,2,0,0,0,4,0,0,3,27,6,20,7,105,5.25,0.94
"277","MethodCollection2","aggregate",18,2,16,4,13,1,2,0,0,0,4,0,0,2,11,11,28,9,46,1.64285714285714,0.84
"278","MethodCollection2","aggregate",19,4,6,0,4,0,1,0,0,0,3,0,2,1,5,3,12,5,21,1.75,0.81
"279","MethodCollection2","aggregate",20,2,13,1,3,0,1,0,0,0,3,0,2,2,8,3,18,5,30,1.66666666666667,0.86
"280","MethodCollection2","aggregate",21,4,50,4,18,0,4,0,0,1,6,0,0,2,35,11,52,11,113,2.17307692307692,0.91
"281","MethodCollection2","aggregate",22,0,3,0,5,0,1,0,0,0,1,0,0,1,3,0,14,1,13,0.928571428571429,0.93
"282","MethodCollection2","aggregate",23,0,21,0,4,0,1,0,0,0,1,0,8,3,11,3,20,3,46,2.3,0.94
"283","MethodCollection2","aggregate",24,0,10,0,11,0,2,0,0,0,3,0,0,0,6,3,9,0,32,3.55555555555556,1
"284","MethodCollection2","aggregate",25,3,19,3,15,2,1,0,0,0,5,0,0,1,7,4,22,9,47,2.13636363636364,0.84
"285","MethodCollection2","aggregate",26,0,6,1,10,0,2,0,0,1,0,0,0,0,5,6,23,2,23,1,0.92
"286","MethodCollection2","aggregate",27,0,6,1,10,0,2,0,0,0,1,0,0,0,5,5,24,1,24,1,0.96
"287","MethodCollection2","aggregate",28,1,5,2,9,0,2,0,0,0,2,0,0,0,6,3,9,3,24,2.66666666666667,0.89
"288","MethodCollection2","aggregate",29,1,5,2,9,0,2,0,0,0,2,0,0,0,6,3,9,3,24,2.66666666666667,0.89
"289","MethodCollection2","aggregate",30,1,5,3,8,1,1,0,0,0,2,0,0,1,5,3,14,6,21,1.5,0.78
"290","MethodsFromColt","aggregate",1,1,73,0,5,1,0,0,0,0,8,0,4,1,27,3,0,3,117,Inf,0.97
"291","MethodsFromColt","aggregate",2,0,57,1,16,0,3,0,0,1,8,0,0,0,17,35,0,2,101,Inf,0.98
"292","MethodsFromColt","aggregate",3,3,83,0,5,0,1,0,0,0,8,0,12,2,32,10,0,5,141,Inf,0.97
"293","MethodsFromColt","aggregate",4,0,42,0,5,0,1,0,0,0,5,1,3,0,16,3,0,1,72,Inf,0.99
"294","MethodsFromColt","aggregate",5,7,124,1,4,0,1,0,0,0,7,0,8,4,55,8,0,12,199,Inf,0.94
"295","MethodsFromColt","aggregate",6,0,26,0,12,0,2,0,0,0,4,0,0,0,9,4,0,0,53,Inf,1
"296","MethodsFromColt","aggregate",7,0,29,0,5,0,1,0,0,0,3,0,4,0,13,1,0,0,55,Inf,1
"297","MethodsFromColt","aggregate",8,1,25,0,12,0,2,0,0,0,4,0,0,0,9,4,0,1,52,Inf,0.98
"298","MethodsFromColt","aggregate",9,0,11,0,5,0,1,0,0,0,2,0,4,0,5,1,0,0,28,Inf,1
"299","MethodsFromColt","aggregate",10,4,90,1,13,0,2,0,0,0,9,0,0,0,37,0,0,5,151,Inf,0.97
"300","MethodsFromColt","aggregate",11,6,144,0,0,0,0,0,0,0,11,0,0,3,63,0,0,9,218,Inf,0.96
"301","MethodsFromColt","aggregate",12,3,76,0,0,0,0,0,0,0,5,0,0,0,30,0,0,3,111,Inf,0.97
"302","MethodsFromColt","aggregate",13,0,47,0,5,0,1,0,0,0,3,0,4,0,20,1,0,0,80,Inf,1
"303","MethodsFromColt","aggregate",14,0,12,0,5,0,1,0,0,0,3,0,4,0,4,3,0,0,29,Inf,1
"304","MethodsFromColt","aggregate",15,2,36,0,5,0,1,0,0,0,3,0,8,0,15,1,0,2,68,Inf,0.97
"305","MethodsFromColt","aggregate",16,3,63,3,14,0,2,0,0,1,11,0,0,0,21,18,0,7,111,Inf,0.94
"306","MethodsFromColt","aggregate",17,3,103,0,15,0,3,0,0,1,16,1,11,3,38,9,0,8,186,Inf,0.96
"307","MethodsFromColt","aggregate",18,1,120,0,10,0,2,0,0,0,11,0,12,1,48,6,0,2,203,Inf,0.99
"308","MethodsFromColt","aggregate",19,1,65,1,9,0,2,0,0,0,12,0,8,2,23,6,0,4,119,Inf,0.97
"309","MethodsFromColt","aggregate",20,3,143,0,10,0,2,0,0,0,18,0,16,2,53,6,0,5,242,Inf,0.98
"310","MethodsFromColt","aggregate",21,0,28,0,5,0,1,0,0,0,3,0,0,0,10,5,0,0,47,Inf,1
"311","MethodsFromColt","aggregate",22,0,113,0,10,0,2,0,0,0,11,1,11,1,41,6,0,2,188,Inf,0.99
"312","MethodsFromColt","aggregate",23,4,78,0,10,0,2,0,0,0,11,0,8,1,29,6,0,5,138,Inf,0.97
"313","MethodsFromColt","aggregate",24,3,49,0,5,0,1,0,0,1,6,0,4,0,20,3,0,4,85,Inf,0.96
"314","MethodsFromColt","aggregate",25,0,22,0,5,0,1,0,0,0,4,1,3,0,11,3,0,1,46,Inf,0.98
"315","MethodsFromColt","aggregate",26,0,23,1,4,0,1,0,0,0,4,0,4,0,8,3,0,1,44,Inf,0.98
"316","MethodsFromColt","aggregate",27,1,13,1,4,0,1,0,0,0,5,0,0,0,2,3,0,2,25,Inf,0.93
"317","MethodsFromColt","aggregate",28,0,18,2,3,0,1,0,0,0,5,0,0,0,6,3,0,2,33,Inf,0.94
"318","MethodsFromColt","aggregate",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"319","MethodsFromColt","aggregate",1,0,74,0,5,0,1,0,0,0,8,0,4,0,28,3,0,0,120,Inf,1
"320","MethodsFromColt","aggregate",2,1,57,0,16,0,3,0,0,0,8,0,0,0,14,39,0,1,98,Inf,0.99
"321","MethodsFromColt","aggregate",3,0,86,0,5,0,1,0,0,0,8,0,12,1,33,10,0,1,145,Inf,0.99
"322","MethodsFromColt","aggregate",4,0,42,0,5,0,1,0,0,0,5,0,4,0,16,3,0,0,73,Inf,1
"323","MethodsFromColt","aggregate",5,0,133,0,5,0,1,0,0,0,7,0,8,0,58,7,0,0,212,Inf,1
"324","MethodsFromColt","aggregate",6,1,26,0,12,0,2,0,0,0,4,0,0,0,9,3,0,1,53,Inf,0.98
"325","MethodsFromColt","aggregate",7,0,29,0,5,0,1,0,0,0,3,0,4,0,13,1,0,0,55,Inf,1
"326","MethodsFromColt","aggregate",8,0,27,0,12,0,2,0,0,0,4,0,0,0,9,3,0,0,54,Inf,1
"327","MethodsFromColt","aggregate",9,0,11,1,4,0,1,0,0,0,2,1,3,0,5,1,0,2,26,Inf,0.93
"328","MethodsFromColt","aggregate",10,0,94,0,14,0,2,0,0,0,9,0,0,0,37,0,0,0,156,Inf,1
"329","MethodsFromColt","aggregate",11,2,148,0,0,0,0,0,0,0,11,0,0,1,65,0,0,3,224,Inf,0.99
"330","MethodsFromColt","aggregate",12,1,78,0,0,0,0,0,0,0,5,0,0,0,30,0,0,1,113,Inf,0.99
"331","MethodsFromColt","aggregate",13,0,47,0,5,0,1,0,0,0,3,0,4,0,20,1,0,0,80,Inf,1
"332","MethodsFromColt","aggregate",14,0,12,0,5,0,1,0,0,0,3,0,4,0,4,3,0,0,29,Inf,1
"333","MethodsFromColt","aggregate",15,0,38,0,5,0,1,0,0,0,3,0,8,0,15,1,0,0,70,Inf,1
"334","MethodsFromColt","aggregate",16,0,65,0,17,0,2,0,0,0,12,0,0,0,22,18,0,0,118,Inf,1
"335","MethodsFromColt","aggregate",17,4,102,0,15,0,3,0,0,0,17,0,12,0,41,9,0,4,190,Inf,0.98
"336","MethodsFromColt","aggregate",18,0,121,0,10,0,2,0,0,0,11,0,12,0,49,6,0,0,205,Inf,1
"337","MethodsFromColt","aggregate",19,1,65,0,10,0,2,0,0,0,12,0,8,0,25,6,0,1,122,Inf,0.99
"338","MethodsFromColt","aggregate",20,1,145,0,10,0,2,0,0,0,18,0,16,0,55,6,0,1,246,Inf,1
"339","MethodsFromColt","aggregate",21,1,27,0,5,0,1,0,0,0,3,0,0,0,10,5,0,1,46,Inf,0.98
"340","MethodsFromColt","aggregate",22,0,113,0,10,0,2,0,0,0,11,0,12,0,42,6,0,0,190,Inf,1
"341","MethodsFromColt","aggregate",23,0,82,0,10,0,2,0,0,0,11,0,8,0,30,6,0,0,143,Inf,1
"342","MethodsFromColt","aggregate",24,0,52,0,5,0,1,0,0,0,7,0,4,0,20,3,0,0,89,Inf,1
"343","MethodsFromColt","aggregate",25,0,22,0,5,0,1,0,0,0,4,0,4,0,11,3,0,0,47,Inf,1
"344","MethodsFromColt","aggregate",26,0,23,0,5,0,1,0,0,0,4,0,4,0,8,3,0,0,45,Inf,1
"345","MethodsFromColt","aggregate",27,0,14,0,5,0,1,0,0,0,5,0,0,0,2,3,0,0,27,Inf,1
"346","MethodsFromColt","aggregate",28,0,18,0,5,0,1,0,0,0,5,0,0,0,6,3,0,0,35,Inf,1
"347","MethodsFromColt","aggregate",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"348","MethodsFromColt","aggregate",1,0,74,0,5,0,1,0,0,0,8,0,4,0,28,3,0,0,120,Inf,1
"349","MethodsFromColt","aggregate",2,0,61,0,17,0,3,0,0,0,8,0,0,0,15,34,0,0,104,Inf,1
"350","MethodsFromColt","aggregate",3,0,86,0,5,0,1,0,0,0,8,0,12,0,34,10,0,0,146,Inf,1
"351","MethodsFromColt","aggregate",4,1,41,0,5,0,1,0,0,0,5,0,4,1,15,3,0,2,71,Inf,0.97
"352","MethodsFromColt","aggregate",5,3,128,0,5,0,1,0,0,0,7,0,8,0,58,9,0,3,207,Inf,0.99
"353","MethodsFromColt","aggregate",6,1,25,0,12,0,2,0,0,0,4,0,0,0,9,4,0,1,52,Inf,0.98
"354","MethodsFromColt","aggregate",7,0,29,0,5,0,1,0,0,0,3,0,4,0,13,1,0,0,55,Inf,1
"355","MethodsFromColt","aggregate",8,0,26,0,12,0,2,0,0,0,4,0,0,0,9,4,0,0,53,Inf,1
"356","MethodsFromColt","aggregate",9,0,11,0,5,0,1,0,0,0,2,0,4,0,5,1,0,0,28,Inf,1
"357","MethodsFromColt","aggregate",10,0,94,0,14,0,2,0,0,0,9,0,0,0,37,0,0,0,156,Inf,1
"358","MethodsFromColt","aggregate",11,0,150,0,0,0,0,0,0,0,11,0,0,0,66,0,0,0,227,Inf,1
"359","MethodsFromColt","aggregate",12,0,79,0,0,0,0,0,0,0,5,0,0,0,30,0,0,0,114,Inf,1
"360","MethodsFromColt","aggregate",13,0,47,0,5,0,1,0,0,0,3,0,4,0,20,1,0,0,80,Inf,1
"361","MethodsFromColt","aggregate",14,0,12,0,5,0,1,0,0,0,3,0,4,1,3,3,0,1,28,Inf,0.97
"362","MethodsFromColt","aggregate",15,1,37,0,5,0,1,0,0,0,3,0,8,0,15,1,0,1,69,Inf,0.99
"363","MethodsFromColt","aggregate",16,0,64,0,18,0,3,0,0,0,11,0,0,0,24,16,0,0,120,Inf,1
"364","MethodsFromColt","aggregate",17,0,106,0,15,0,3,0,0,0,17,0,12,0,41,9,0,0,194,Inf,1
"365","MethodsFromColt","aggregate",18,0,121,0,10,0,2,0,0,0,11,0,12,0,49,6,0,0,205,Inf,1
"366","MethodsFromColt","aggregate",19,0,66,0,10,0,2,0,0,0,12,0,8,0,25,6,0,0,123,Inf,1
"367","MethodsFromColt","aggregate",20,0,146,0,10,0,2,0,0,0,18,0,16,0,55,6,0,0,247,Inf,1
"368","MethodsFromColt","aggregate",21,0,28,0,5,0,1,0,0,0,3,0,0,0,10,5,0,0,47,Inf,1
"369","MethodsFromColt","aggregate",22,1,112,0,10,0,2,0,0,0,11,0,12,0,42,6,0,1,189,Inf,0.99
"370","MethodsFromColt","aggregate",23,0,82,0,10,0,2,0,0,1,10,0,8,0,30,6,0,1,142,Inf,0.99
"371","MethodsFromColt","aggregate",24,1,51,0,5,0,1,0,0,0,7,0,4,0,20,3,0,1,88,Inf,0.99
"372","MethodsFromColt","aggregate",25,0,22,0,5,0,1,0,0,0,4,0,4,0,11,3,0,0,47,Inf,1
"373","MethodsFromColt","aggregate",26,0,23,0,5,0,1,0,0,0,4,0,4,0,8,3,0,0,45,Inf,1
"374","MethodsFromColt","aggregate",27,0,14,0,5,0,1,0,0,0,5,0,0,0,2,3,0,0,27,Inf,1
"375","MethodsFromColt","aggregate",28,0,18,0,5,0,1,0,0,0,5,0,0,0,6,3,0,0,35,Inf,1
"376","MethodsFromColt","aggregate",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"377","MethodsFromColt","aggregate",1,0,74,0,5,0,1,0,0,0,8,0,4,0,28,3,0,0,120,Inf,1
"378","MethodsFromColt","aggregate",2,1,55,0,17,0,3,0,0,0,8,0,0,0,14,40,0,1,97,Inf,0.99
"379","MethodsFromColt","aggregate",3,3,83,0,5,0,1,0,0,0,8,0,12,0,34,10,0,3,143,Inf,0.98
"380","MethodsFromColt","aggregate",4,0,42,0,5,0,1,0,0,0,5,0,4,2,14,3,0,2,71,Inf,0.97
"381","MethodsFromColt","aggregate",5,1,131,0,5,0,1,0,0,0,7,0,8,0,59,7,0,1,211,Inf,1
"382","MethodsFromColt","aggregate",6,1,25,0,12,0,2,0,0,0,4,0,0,0,9,4,0,1,52,Inf,0.98
"383","MethodsFromColt","aggregate",7,1,28,0,5,0,1,0,0,0,3,0,4,0,13,1,0,1,54,Inf,0.98
"384","MethodsFromColt","aggregate",8,0,26,0,12,0,2,0,0,0,4,0,0,0,9,4,0,0,53,Inf,1
"385","MethodsFromColt","aggregate",9,0,11,0,5,0,1,0,0,0,2,0,4,0,5,1,0,0,28,Inf,1
"386","MethodsFromColt","aggregate",10,2,92,0,14,0,2,0,0,0,9,0,0,0,37,0,0,2,154,Inf,0.99
"387","MethodsFromColt","aggregate",11,2,148,0,0,0,0,0,0,0,11,0,0,0,66,0,0,2,225,Inf,0.99
"388","MethodsFromColt","aggregate",12,0,79,0,0,0,0,0,0,0,5,0,0,0,30,0,0,0,114,Inf,1
"389","MethodsFromColt","aggregate",13,0,47,0,5,0,1,0,0,0,3,0,4,0,20,1,0,0,80,Inf,1
"390","MethodsFromColt","aggregate",14,0,12,0,5,0,1,0,0,0,3,0,4,0,4,3,0,0,29,Inf,1
"391","MethodsFromColt","aggregate",15,0,38,0,5,0,1,0,0,0,3,0,8,0,15,1,0,0,70,Inf,1
"392","MethodsFromColt","aggregate",16,0,67,0,18,0,2,0,0,1,11,0,0,0,22,15,0,1,120,Inf,0.99
"393","MethodsFromColt","aggregate",17,0,106,0,15,0,3,0,0,0,17,0,12,0,41,9,0,0,194,Inf,1
"394","MethodsFromColt","aggregate",18,0,121,0,10,0,2,0,0,0,11,0,12,0,49,6,0,0,205,Inf,1
"395","MethodsFromColt","aggregate",19,0,66,0,10,0,2,0,0,0,12,0,8,0,25,6,0,0,123,Inf,1
"396","MethodsFromColt","aggregate",20,1,145,0,10,0,2,0,0,0,18,0,16,0,55,6,0,1,246,Inf,1
"397","MethodsFromColt","aggregate",21,0,28,0,5,0,1,0,0,0,3,0,0,0,10,5,0,0,47,Inf,1
"398","MethodsFromColt","aggregate",22,0,113,0,10,0,2,0,0,0,11,0,12,0,42,6,0,0,190,Inf,1
"399","MethodsFromColt","aggregate",23,0,82,0,10,0,2,0,0,1,10,0,8,0,30,6,0,1,142,Inf,0.99
"400","MethodsFromColt","aggregate",24,0,52,0,5,0,1,0,0,0,7,0,4,0,20,3,0,0,89,Inf,1
"401","MethodsFromColt","aggregate",25,0,22,0,5,0,1,0,0,0,4,0,4,0,11,3,0,0,47,Inf,1
"402","MethodsFromColt","aggregate",26,0,23,0,5,0,1,0,0,0,4,0,4,0,8,3,0,0,45,Inf,1
"403","MethodsFromColt","aggregate",27,0,14,0,5,0,1,0,0,0,5,0,0,0,2,3,0,0,27,Inf,1
"404","MethodsFromColt","aggregate",28,0,18,0,5,0,1,0,0,0,5,0,0,0,6,3,0,0,35,Inf,1
"405","MethodsFromColt","aggregate",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"406","MethodsFromColt","aggregate",1,0,74,0,5,0,1,0,0,0,8,0,4,0,28,3,0,0,120,Inf,1
"407","MethodsFromColt","aggregate",2,0,60,0,18,0,3,0,0,0,9,0,0,0,14,34,0,0,104,Inf,1
"408","MethodsFromColt","aggregate",3,0,18,0,5,0,0,0,0,0,0,0,1,0,28,329,0,0,52,Inf,1
"409","MethodsFromColt","aggregate",4,0,42,0,5,0,1,0,0,0,5,0,4,0,16,3,0,0,73,Inf,1
"410","MethodsFromColt","aggregate",5,0,132,0,5,0,1,0,0,0,7,0,8,0,59,7,0,0,212,Inf,1
"411","MethodsFromColt","aggregate",6,0,26,0,12,0,2,0,0,0,4,0,0,0,9,4,0,0,53,Inf,1
"412","MethodsFromColt","aggregate",7,0,29,0,5,0,1,0,0,0,3,0,4,0,13,1,0,0,55,Inf,1
"413","MethodsFromColt","aggregate",8,0,26,0,12,0,2,0,0,0,4,0,0,0,9,4,0,0,53,Inf,1
"414","MethodsFromColt","aggregate",9,0,11,0,5,0,1,0,0,0,2,0,4,0,5,1,0,0,28,Inf,1
"415","MethodsFromColt","aggregate",10,0,94,0,14,0,2,0,0,0,9,0,0,0,37,0,0,0,156,Inf,1
"416","MethodsFromColt","aggregate",11,2,148,0,0,0,0,0,0,0,11,0,0,0,66,0,0,2,225,Inf,0.99
"417","MethodsFromColt","aggregate",12,0,79,0,0,0,0,0,0,0,5,0,0,0,30,0,0,0,114,Inf,1
"418","MethodsFromColt","aggregate",13,0,47,0,5,0,1,0,0,0,3,0,4,0,20,1,0,0,80,Inf,1
"419","MethodsFromColt","aggregate",14,0,12,0,5,0,1,0,0,0,3,0,4,0,4,3,0,0,29,Inf,1
"420","MethodsFromColt","aggregate",15,1,37,0,5,0,1,0,0,0,3,0,8,0,15,1,0,1,69,Inf,0.99
"421","MethodsFromColt","aggregate",16,0,64,0,17,0,2,0,0,0,11,0,0,0,21,21,0,0,115,Inf,1
"422","MethodsFromColt","aggregate",17,0,106,0,15,0,3,0,0,0,17,0,12,0,41,9,0,0,194,Inf,1
"423","MethodsFromColt","aggregate",18,0,121,0,10,0,2,0,0,0,11,0,12,0,49,6,0,0,205,Inf,1
