AOIS_10,JaCoCo Ant Example,default,MethodsFromColt,195,1084,13,67,27,187,11,59,2,28
AOIS_11,JaCoCo Ant Example,default,MethodsFromColt,196,1083,13,67,27,187,11,59,2,28
AOIS_12,JaCoCo Ant Example,default,MethodsFromColt,196,1083,13,67,27,187,11,59,2,28
AOIS_13,JaCoCo Ant Example,default,MethodsFromColt,196,1083,13,67,27,187,11,59,2,28
AOIS_14,JaCoCo Ant Example,default,MethodsFromColt,196,1083,13,67,27,187,11,59,2,28
AOIS_15,JaCoCo Ant Example,default,MethodsFromColt,199,1083,13,67,27,187,11,59,2,28
AOIS_16,JaCoCo Ant Example,default,MethodsFromColt,199,1083,13,67,27,187,11,59,2,28
AOIS_17,JaCoCo Ant Example,default,MethodsFromColt,199,1083,13,67,27,187,11,59,2,28
AOIS_18,JaCoCo Ant Example,default,MethodsFromColt,199,1083,13,67,27,187,11,59,2,28
AOIS_19,JaCoCo Ant Example,default,MethodsFromColt,196,1083,13,67,27,187,11,59,2,28
AOIS_20,JaCoCo Ant Example,default,MethodsFromColt,196,1083,13,67,27,187,11,59,2,28
AOIS_21,JaCoCo Ant Example,default,MethodsFromColt,196,1083,13,67,27,187,11,59,2,28
AOIS_22,JaCoCo Ant Example,default,MethodsFromColt,196,1083,13,67,27,187,11,59,2,28
AOIS_23,JaCoCo Ant Example,default,MethodsFromColt,196,1083,13,67,27,187,11,59,2,28
AOIS_24,JaCoCo Ant Example,default,MethodsFromColt,196,1083,13,67,27,187,11,59,2,28
AOIS_25,JaCoCo Ant Example,default,MethodsFromColt,196,1083,13,67,27,187,11,59,2,28
AOIS_26,JaCoCo Ant Example,default,MethodsFromColt,196,1083,13,67,27,187,11,59,2,28
AOIS_27,JaCoCo Ant Example,default,MethodsFromColt,199,1083,13,67,27,187,11,59,2,28
AOIS_28,JaCoCo Ant Example,default,MethodsFromColt,199,1083,13,67,27,187,11,59,2,28
AOIS_29,JaCoCo Ant Example,default,MethodsFromColt,195,1087,13,67,27,187,11,59,2,28
