AOIS_335,JaCoCo Ant Example,default,MethodCollection2,12,940,4,108,4,175,4,83,0,31
AOIS_336,JaCoCo Ant Example,default,MethodCollection2,32,917,6,106,6,172,5,82,0,31
AOIS_337,JaCoCo Ant Example,default,MethodCollection2,18,931,5,107,5,173,5,82,0,31
AOIS_338,JaCoCo Ant Example,default,MethodCollection2,32,917,6,106,6,172,5,82,0,31
AOIS_343,JaCoCo Ant Example,default,MethodCollection2,18,931,5,107,5,173,5,82,0,31
AOIS_344,JaCoCo Ant Example,default,MethodCollection2,32,917,6,106,6,172,5,82,0,31
AOIS_345,JaCoCo Ant Example,default,MethodCollection2,12,937,4,108,4,174,4,83,0,31
AOIS_346,timeout
AOIS_347,JaCoCo Ant Example,default,MethodCollection2,12,940,4,108,4,174,4,83,0,31
AOIS_348,JaCoCo Ant Example,default,MethodCollection2,12,940,4,108,4,174,4,83,0,31
AOIS_349,JaCoCo Ant Example,default,MethodCollection2,12,940,4,108,4,174,4,83,0,31
AOIS_350,JaCoCo Ant Example,default,MethodCollection2,12,940,4,108,4,174,4,83,0,31
AOIU_42,JaCoCo Ant Example,default,MethodCollection2,18,931,5,107,5,173,5,82,0,31
AOIU_43,JaCoCo Ant Example,default,MethodCollection2,12,937,4,108,4,174,4,83,0,31
AORB_73,JaCoCo Ant Example,default,MethodCollection2,12,936,4,108,4,174,4,83,0,31
AORB_74,JaCoCo Ant Example,default,MethodCollection2,12,936,4,108,4,174,4,83,0,31
AORB_75,JaCoCo Ant Example,default,MethodCollection2,12,936,4,108,4,174,4,83,0,31
AORB_76,JaCoCo Ant Example,default,MethodCollection2,12,936,4,108,4,174,4,83,0,31
AORS_16,JaCoCo Ant Example,default,MethodCollection2,18,930,5,107,5,173,5,82,0,31
ASRS_29,JaCoCo Ant Example,default,MethodCollection2,12,936,4,108,4,174,4,83,0,31
ASRS_30,JaCoCo Ant Example,default,MethodCollection2,12,936,4,108,4,174,4,83,0,31
ASRS_31,JaCoCo Ant Example,default,MethodCollection2,12,936,4,108,4,174,4,83,0,31
ASRS_32,JaCoCo Ant Example,default,MethodCollection2,12,936,4,108,4,174,4,83,0,31
COI_24,JaCoCo Ant Example,default,MethodCollection2,21,927,5,107,5,173,5,82,0,31
LOI_116,JaCoCo Ant Example,default,MethodCollection2,18,932,5,107,5,173,5,82,0,31
LOI_117,JaCoCo Ant Example,default,MethodCollection2,21,929,5,107,5,173,5,82,0,31
LOI_119,JaCoCo Ant Example,default,MethodCollection2,33,917,6,106,6,172,5,82,0,31
LOI_121,JaCoCo Ant Example,default,MethodCollection2,12,938,4,108,4,174,4,83,0,31
ODL_109,JaCoCo Ant Example,default,MethodCollection2,12,934,4,108,4,174,4,83,0,31
ODL_110,JaCoCo Ant Example,default,MethodCollection2,12,932,4,108,4,174,4,83,0,31
ODL_111,JaCoCo Ant Example,default,MethodCollection2,12,934,4,108,4,174,4,83,0,31
ROR_162,JaCoCo Ant Example,default,MethodCollection2,21,927,5,107,5,173,5,82,0,31
ROR_163,JaCoCo Ant Example,default,MethodCollection2,21,927,5,107,5,173,5,82,0,31
ROR_164,JaCoCo Ant Example,default,MethodCollection2,18,930,5,107,5,173,5,82,0,31
ROR_165,JaCoCo Ant Example,default,MethodCollection2,21,927,5,107,5,173,5,82,0,31
ROR_166,JaCoCo Ant Example,default,MethodCollection2,12,936,4,108,4,174,4,83,0,31
SDL_101,timeout
SDL_102,JaCoCo Ant Example,default,MethodCollection2,12,932,4,108,4,174,4,83,0,31
SDL_98,JaCoCo Ant Example,default,MethodCollection2,12,921,4,106,4,172,4,82,0,31
SDL_99,JaCoCo Ant Example,default,MethodCollection2,12,929,4,108,4,173,4,83,0,31
VDL_71,timeout
VDL_72,JaCoCo Ant Example,default,MethodCollection2,12,934,4,108,4,174,4,83,0,31
AOIS_269,JaCoCo Ant Example,default,MethodCollection2,12,937,4,108,4,174,4,83,0,31
